age,gender,occupation,branch_code,current_balance,churn
90,,self_employed,468,2312.07,0
48,Female,self_employed,39,4107.07,0
60,Male,self_employed,143,6489.62,0
41,Female,salaried,485,2938.89,0
64,Male,self_employed,134,3336.01,0
45,Male,self_employed,327,1848.76,0
28,Male,salaried,1468,561.16,0
72,Male,self_employed,19,2990.85,0
42,Female,self_employed,25,5297.75,0
42,Male,salaried,1731,23.97,1
55,Female,self_employed,1668,15743.19,0
77,Male,self_employed,1357,5212.11,0
57,Male,self_employed,1208,10390.79,0
90,Male,retired,108,1892.73,0
32,Male,salaried,768,11424.14,0
47,Female,salaried,353,13802.79,0
65,Male,retired,1789,2879.25,0
26,Male,self_employed,134,389.98,1
29,Female,self_employed,109,1425.35,1
52,Male,salaried,149,1303.51,0
60,Female,self_employed,752,11680.61,0
73,Male,self_employed,982,15019.24,0
90,Female,self_employed,1357,4761.99,0
66,Male,self_employed,150,1624.1,0
54,Male,self_employed,509,26468.12,0
35,Female,self_employed,530,1101.34,0
14,Female,student,21,12204.54,0
58,Female,self_employed,37,4676.87,0
60,Male,self_employed,331,5358.96,0
62,Female,self_employed,134,20351.41,0
37,Male,self_employed,177,607.71,0
56,Male,self_employed,434,6027.75,0
23,Female,student,1341,2351.8,0
43,Female,salaried,340,1074.19,0
51,Male,self_employed,1815,1332.45,0
55,Female,self_employed,1689,3652.19,0
47,Male,self_employed,93,3073.89,0
47,Male,self_employed,1310,6328.05,0
59,Female,self_employed,1998,170713.32,0
54,Male,salaried,258,1778.97,0
40,Male,self_employed,2712,4722.22,0
33,Female,self_employed,484,734.45,0
51,Male,self_employed,1368,2367.26,0
46,Male,salaried,1778,6463.22,0
52,Male,self_employed,216,285.84,0
90,,self_employed,1678,9755.63,0
30,Male,self_employed,120,840.25,0
30,Female,salaried,1673,14871.88,0
63,Male,self_employed,127,1811.1,0
90,,self_employed,518,3294.9,0
53,Male,self_employed,2388,4213.13,0
35,Male,salaried,60,494.68,0
68,Male,retired,668,1393.89,0
40,Female,self_employed,105,1428.66,1
71,Female,retired,87,5682.14,0
37,Male,self_employed,3032,7387.63,0
56,Male,salaried,1266,2291.71,0
34,Female,self_employed,542,17304.34,0
90,,self_employed,998,1411.08,0
39,Male,salaried,1575,3960.11,0
47,Female,self_employed,149,3982.19,0
63,Male,retired,1971,1552.2,0
41,Male,self_employed,2690,103.85,1
28,Male,salaried,39,3280.39,0
66,Female,self_employed,911,7218.52,0
30,Male,salaried,1659,66.8,1
34,Male,self_employed,74,5229.71,0
44,Male,salaried,91,2281.06,0
64,Male,self_employed,310,8429,0
18,Female,student,152,5227.76,0
30,Female,salaried,240,4035.91,0
55,Female,salaried,1731,4648.96,0
47,Female,self_employed,240,12693.55,0
72,Male,retired,1480,2867.82,0
60,Male,self_employed,1836,14188.31,0
69,Female,retired,19,2017.52,0
28,Female,self_employed,510,1943.2,0
28,Female,salaried,1285,16.25,0
62,Female,self_employed,485,1121.1,1
64,Male,self_employed,4,22635.33,0
77,Male,self_employed,1603,1230.82,0
28,Female,self_employed,479,3080.09,0
90,,self_employed,60,2411.19,0
66,Female,self_employed,172,2661.97,0
68,Female,self_employed,440,1730.01,0
28,Female,self_employed,1998,3096.27,0
46,Male,self_employed,937,8466.84,0
90,Male,self_employed,287,1158.99,1
54,Male,self_employed,1956,3870.09,0
34,Female,salaried,35,12043.85,0
49,Female,self_employed,755,6631.87,0
58,Female,self_employed,861,8701.39,1
47,Male,retired,240,8802.39,1
27,Male,self_employed,2571,4150.66,0
52,Female,salaried,152,7429.51,0
57,Male,salaried,521,5195.61,0
50,Male,salaried,27,12610.21,0
48,Male,self_employed,1114,5350.17,0
22,Female,student,146,3507.59,0
57,Male,self_employed,924,33434.12,0
26,Male,self_employed,820,3446.66,0
31,Male,salaried,27,7061.78,0
65,Male,retired,2500,5172.47,0
46,Female,salaried,103,10929.12,0
29,Female,self_employed,2023,822.23,1
55,Female,self_employed,39,2391.36,0
64,Female,self_employed,1,5031.72,0
59,Male,self_employed,2123,3362.65,0
59,Female,salaried,1211,5825.3,0
90,,self_employed,54,2437.99,0
60,Male,self_employed,1994,1824.66,0
43,Male,salaried,1314,80.24,1
53,Male,salaried,811,5626.09,0
37,Female,salaried,488,858.7,1
64,Male,salaried,572,16222.91,0
47,Female,self_employed,1950,4764.57,0
26,Male,self_employed,658,2399.99,0
74,Male,salaried,59,3180.77,0
35,Male,self_employed,982,3003.12,0
36,Female,self_employed,1246,848.55,0
59,Male,retired,1055,2485.27,0
34,Female,self_employed,1912,4910.97,1
70,Male,retired,42,3183.58,0
52,Male,self_employed,1341,15330.83,0
32,Male,self_employed,884,1219.36,1
54,Female,self_employed,33,1501.62,0
50,Male,self_employed,47,1324.05,0
12,Female,salaried,2860,9196.88,0
46,Male,self_employed,2460,2258.65,0
59,Female,self_employed,53,14076.14,0
42,Male,self_employed,253,838.56,0
42,Female,self_employed,2655,40687.5,0
37,Female,self_employed,8,3385.43,0
68,Male,self_employed,558,48305.94,0
47,Female,self_employed,4411,509.2,1
56,Female,self_employed,4035,14246.88,0
47,Female,self_employed,1090,6100.3,0
45,Female,self_employed,54,1870.45,0
18,Male,student,562,3919.12,0
38,Male,self_employed,148,2070.88,0
90,,self_employed,322,21366.98,0
48,Female,self_employed,1720,2441.27,1
53,Male,salaried,145,1562.52,0
90,Female,self_employed,107,1732.84,0
46,Female,self_employed,1316,64.14,0
34,Female,self_employed,943,2023,1
46,Female,salaried,293,2994.33,0
78,Female,self_employed,143,38586.21,0
40,Male,self_employed,93,1409.36,0
79,Male,salaried,1388,9654.18,0
33,Male,self_employed,577,660.41,1
48,Female,self_employed,1112,1158.04,1
23,Female,student,2110,3935.51,0
53,Female,self_employed,3556,7603.4,0
54,Male,self_employed,6,2534.39,0
51,Male,self_employed,1906,5599.86,0
28,Female,self_employed,284,6821.02,0
79,Female,self_employed,785,3261.92,0
59,Male,self_employed,1984,2529.63,0
17,Female,self_employed,89,4344.26,0
62,Female,self_employed,88,705.68,1
78,Female,self_employed,896,46998.57,0
52,Female,self_employed,169,8772.61,1
14,Female,student,53,32220.24,0
53,Male,salaried,961,3763.71,0
66,Female,self_employed,2080,5831.89,0
34,Female,self_employed,349,958.04,1
54,Female,self_employed,181,1919.61,0
63,Male,salaried,362,2898.42,1
55,Male,self_employed,1635,1976.98,1
46,Male,salaried,286,8981.89,0
44,Female,self_employed,540,2180.34,0
68,Male,salaried,520,1209.62,0
56,Male,self_employed,1357,280.87,1
56,Male,self_employed,2268,11423.4,0
30,Female,self_employed,1669,9027.12,0
30,Female,student,375,1181.98,0
34,Male,salaried,139,4924.88,0
50,Male,self_employed,157,517.39,0
33,Female,salaried,481,11799.32,0
32,Female,salaried,176,2089.49,0
61,Male,salaried,1791,2663.63,0
35,Female,self_employed,29,2744.94,0
34,Female,self_employed,546,2317.41,0
54,Male,self_employed,2214,2654,1
64,Female,self_employed,488,4971.08,0
81,Male,self_employed,88,32102.55,0
3,Female,student,14,1123.06,0
41,Female,self_employed,733,1446.74,0
16,Male,student,2563,10036.42,0
26,Male,student,127,0.63,1
31,Male,self_employed,1045,1485.76,0
39,Male,salaried,79,201799.8,0
49,Male,salaried,81,2798.62,1
56,Male,salaried,8,674.57,0
58,Female,self_employed,2,410.49,1
60,Male,salaried,2398,1221.23,1
61,Male,self_employed,1062,2473.49,0
41,Male,self_employed,19,2651.28,0
41,Male,salaried,3580,13258,0
72,Female,self_employed,188,20033.62,0
90,Male,self_employed,195,409.75,1
66,Female,self_employed,582,12798.86,0
35,Male,self_employed,2994,1681.6,0
33,Male,self_employed,1881,20744.12,0
34,Male,self_employed,322,2586.7,0
35,Male,self_employed,2939,2273.24,0
44,Female,salaried,12,4263.85,1
55,Female,self_employed,1315,24941.27,0
21,Female,student,970,301.8,1
44,Male,self_employed,1375,1626.48,0
31,Male,salaried,419,9423.67,0
90,,self_employed,67,121052.6,0
47,Male,self_employed,392,7638.09,0
46,Female,self_employed,590,2449.91,0
52,Male,self_employed,114,8659.94,0
63,Male,self_employed,2021,1679.17,1
38,Female,self_employed,189,395.12,0
74,Male,retired,321,794.78,1
40,Female,self_employed,312,609.65,0
32,Female,salaried,261,14188.92,0
72,Female,retired,1941,4291.1,0
66,Female,self_employed,108,1576.7,0
51,Female,salaried,12,13675.79,0
39,Male,self_employed,2226,28572.13,0
63,Female,self_employed,587,14641.96,0
48,Female,salaried,404,2445.12,1
40,Male,salaried,764,2313.46,0
45,Female,self_employed,217,1650.13,0
30,Female,salaried,750,76.97,1
36,Female,self_employed,26,759.79,1
56,Female,self_employed,16,722.41,0
48,Female,salaried,420,3902.2,1
51,Male,self_employed,1208,16343.5,0
63,Male,self_employed,3269,5017.82,0
28,Male,salaried,366,2306.13,0
46,Male,salaried,219,2681.52,0
34,Male,self_employed,1002,8771.42,0
80,Male,salaried,2035,6096.01,0
75,Female,self_employed,321,7420.71,0
29,Male,student,145,3006.48,0
65,Female,salaried,53,3096.99,0
63,Male,salaried,370,3390.95,0
45,Female,self_employed,2113,2178.1,0
42,Female,salaried,693,119.21,1
63,Male,self_employed,257,2450.15,1
69,Male,salaried,19,2976.08,0
51,Female,self_employed,200,680.87,1
3,Female,student,76,11.5,1
56,Male,salaried,158,28657.19,0
40,Male,self_employed,380,1441.88,1
39,Male,self_employed,247,5349.74,0
19,Male,student,162,311.17,0
62,Female,self_employed,515,2975.36,0
64,Female,self_employed,482,3533.94,0
71,Female,self_employed,282,2512.04,0
22,Female,student,120,2785.1,0
54,Male,salaried,346,21007.54,0
48,Female,self_employed,567,6770.47,0
90,,self_employed,2565,1427.95,0
61,Male,self_employed,2410,43777.21,0
62,Male,retired,213,3441.82,0
47,Female,salaried,108,1553.71,0
74,Male,self_employed,149,7690.6,0
56,Male,salaried,231,9726.67,1
40,Female,self_employed,300,4657.19,1
40,Male,salaried,588,5962.82,1
38,Female,salaried,1092,36156.4,0
37,Male,self_employed,2460,3024.59,0
26,Male,self_employed,2586,2063.02,1
90,,self_employed,240,9389.46,0
42,Female,self_employed,637,459.34,0
33,Female,salaried,1988,9275.91,0
44,Female,self_employed,117,1970.79,0
73,Male,self_employed,733,5125.94,0
34,Male,salaried,375,2626.85,0
51,Male,salaried,1752,10796.4,0
41,Male,salaried,281,2418.18,0
44,Male,self_employed,1635,2422.91,1
34,Female,self_employed,50,460.15,1
80,Female,retired,2,0.2,1
90,Female,self_employed,1343,7575.54,0
84,Male,retired,1668,2367.06,0
63,Male,retired,2564,4615.59,0
62,Male,self_employed,2979,2234.92,1
42,Female,self_employed,997,2053.42,0
7,Female,student,1472,7087.6,0
20,Female,student,7,5017.66,0
35,Female,self_employed,16,1467.21,0
50,Male,self_employed,641,12832.07,1
57,Male,self_employed,19,2930.89,1
35,Female,self_employed,570,2447.59,0
58,Female,self_employed,856,1596,1
37,Female,,2016,1436.74,0
35,Male,salaried,2101,1429.15,1
90,,self_employed,2979,3618.86,1
64,Male,retired,1392,6985.78,1
44,Female,self_employed,2,4560.2,0
39,Female,salaried,582,6992.92,0
46,Male,self_employed,779,2354.64,1
82,Male,self_employed,353,1800.73,1
23,Female,student,49,4058.82,0
45,Male,self_employed,401,492.45,1
35,Male,self_employed,1626,885.78,1
46,Male,salaried,4011,1295.49,0
43,Male,salaried,15,12306.36,0
65,Female,self_employed,1603,3762.04,0
67,Female,self_employed,180,248.63,1
49,Male,self_employed,2348,3461.42,0
34,Male,self_employed,1763,152.49,0
66,Male,retired,115,29894.02,0
12,Male,student,1068,1627.88,0
40,Male,self_employed,2591,3151.7,0
45,Male,salaried,120,1569.27,0
81,Male,retired,61,3226.09,0
33,Female,self_employed,1452,3306.56,0
41,Male,self_employed,4279,2493.61,1
39,Male,self_employed,670,8249.6,0
21,Female,student,4296,6444.46,0
24,Male,self_employed,582,2607.39,0
45,Male,self_employed,810,4405.17,0
33,Male,salaried,3122,676.9,1
90,,self_employed,175,6675.91,0
55,Female,self_employed,126,2910.26,0
2,Male,student,873,2760.25,0
35,Female,salaried,103,8125.67,0
29,Male,self_employed,303,1436.91,0
51,Male,self_employed,67,4948.33,0
40,Female,self_employed,143,22810.08,0
51,Female,salaried,1642,9837.05,0
52,Female,self_employed,1108,5232.79,0
24,Male,self_employed,1832,33061.16,0
57,Male,salaried,329,18147.87,0
90,,self_employed,1246,107.4,0
50,Male,salaried,1202,1215.09,1
47,Female,salaried,193,1462.48,0
74,Male,retired,334,6681.7,0
50,Male,self_employed,159,929.12,0
44,Male,self_employed,411,1203.39,0
56,Male,self_employed,714,2783.92,0
64,Male,retired,1203,1065.37,0
50,Male,salaried,1626,13212.38,0
41,Female,self_employed,354,358.01,0
29,Female,self_employed,1129,9096.1,0
67,Female,self_employed,933,4094.07,0
75,Male,retired,1600,13243.57,0
74,Female,self_employed,247,399.32,1
68,Male,self_employed,719,17057.03,0
31,Female,self_employed,428,4020.68,0
40,Male,salaried,258,2368.25,0
33,Female,salaried,315,2642.23,0
61,Male,salaried,18,7196.16,0
90,Male,self_employed,805,25915.21,0
44,Female,self_employed,2275,1407.79,1
41,Male,self_employed,1954,5979.91,0
35,Male,self_employed,444,10662.35,0
31,Male,self_employed,1629,16432.56,1
43,Male,self_employed,1771,3411.33,0
12,Male,student,1475,8616.48,0
27,Female,self_employed,101,1943.67,0
47,Female,self_employed,214,1709.02,0
18,Female,student,915,8298.25,0
27,Male,self_employed,2282,749.73,1
42,Female,salaried,1753,2487.76,0
45,Male,salaried,2837,2702.96,1
36,Female,self_employed,476,2027.47,0
54,Male,salaried,379,5143,0
40,Female,self_employed,240,17366.27,0
62,Female,self_employed,168,2143.5,0
25,Female,student,1261,6459.56,0
82,Female,self_employed,625,497.75,0
61,Male,self_employed,376,3891.87,0
38,Female,self_employed,267,4657.33,0
38,Male,self_employed,2724,2894.71,0
33,Male,salaried,289,5575.47,0
37,Female,self_employed,160,4440.14,0
60,Male,self_employed,1380,7979.65,0
56,Female,self_employed,2535,1481.25,0
57,Female,self_employed,34,5285.5,0
65,Female,retired,1682,291.44,0
12,Female,student,175,2111.09,0
79,Female,self_employed,77,4747.56,0
43,Male,salaried,791,3364.98,0
44,Male,self_employed,89,21435.43,0
58,Male,salaried,44,19683.44,0
49,Female,self_employed,29,32027.24,1
35,Male,salaried,22,3441.38,0
31,Male,salaried,219,3913.81,0
43,Female,self_employed,292,41.93,1
32,Female,salaried,1853,2040,0
22,Male,self_employed,1949,3921.07,0
29,Male,self_employed,794,985.73,1
57,Male,salaried,12,155000.01,0
66,Female,self_employed,1085,3844.19,0
43,Male,self_employed,15,127.67,0
34,Female,self_employed,120,13.88,0
53,Female,self_employed,150,9815.63,0
52,Male,salaried,3357,573.48,1
33,Female,self_employed,847,1558.88,0
72,Male,retired,615,2823.75,0
29,Female,salaried,573,5506.82,0
26,Male,self_employed,3,1076.32,0
35,Female,self_employed,1507,3578.38,0
36,Male,self_employed,1422,4784.59,0
33,Female,student,229,3824.83,0
25,Female,self_employed,2738,3506.79,0
39,Male,salaried,235,1235.51,0
43,Male,salaried,2435,2906.17,0
54,Female,self_employed,480,2064.47,0
56,Female,self_employed,18,16398.66,0
35,Male,salaried,2282,1441.37,0
41,Male,self_employed,568,206.02,0
14,Male,student,1375,1844.09,0
49,Female,salaried,235,2076.76,0
43,Male,self_employed,231,1311.25,0
73,Female,self_employed,2616,3767.1,0
61,Male,self_employed,1782,5634.37,0
59,Female,salaried,503,2172.81,0
27,Male,student,115,3509.1,0
55,Male,salaried,114,15208.26,0
59,Male,self_employed,1404,17736.94,0
78,Female,self_employed,399,5808.74,0
37,Male,self_employed,971,988.96,0
55,Male,salaried,102,2143.64,0
46,Female,salaried,1292,2615.85,0
44,Male,salaried,32,13794.94,0
35,Female,self_employed,2073,3045.13,0
33,Male,salaried,27,4689.24,0
29,Female,salaried,2685,6236.39,0
80,Male,retired,126,5008.9,0
32,Male,salaried,105,6073.3,0
31,Female,self_employed,789,6484.34,0
90,Male,self_employed,501,32781.57,1
32,Female,self_employed,3749,8184.41,0
63,Female,self_employed,1347,6412.67,0
55,Male,salaried,348,1517.71,0
21,Male,self_employed,3518,1669.49,0
53,Male,self_employed,1585,2406.68,0
29,Female,self_employed,2612,1484.24,0
37,Male,self_employed,186,385.93,1
12,Female,student,12,3697.31,0
26,Male,self_employed,2147,2673.24,0
55,Male,salaried,4263,6510.13,0
45,Female,salaried,1993,6487.3,0
65,Female,self_employed,2556,2319.09,1
48,Male,self_employed,250,1674.36,0
34,Male,salaried,1351,2427.27,0
66,Female,self_employed,300,7006.63,0
46,Female,self_employed,937,2183.89,0
67,Male,self_employed,275,9697.31,0
32,Male,salaried,869,4131.88,0
62,Female,self_employed,67,6440,0
62,Female,retired,583,6308.33,0
29,Female,salaried,27,1642.86,0
50,Female,self_employed,1217,2418.62,0
47,Male,salaried,43,4600.06,0
70,Male,self_employed,1394,5421.15,0
59,Female,self_employed,151,1535.9,0
55,Male,self_employed,121,2622.32,0
43,Male,self_employed,85,3644.56,0
39,Female,self_employed,2622,1513.79,0
52,Female,self_employed,587,3304.98,0
59,Female,salaried,714,7095.69,0
46,Male,salaried,1566,981.94,1
35,Female,salaried,223,2435.97,0
30,Male,salaried,3874,4946.49,0
53,Male,self_employed,155,2857.64,1
19,Female,student,273,662.45,1
33,Female,self_employed,406,1626.46,0
47,Female,self_employed,294,1347.67,1
30,Female,self_employed,1888,173.75,0
41,Male,self_employed,2009,1167.2,0
38,Female,salaried,145,4116.37,0
44,Male,self_employed,862,5295.82,0
48,Male,self_employed,13,1867.1,0
37,Female,self_employed,226,7451.72,0
25,Female,student,398,1268.92,0
38,Female,self_employed,2248,3418.98,0
49,Male,self_employed,1108,4617.35,1
34,Male,salaried,1231,1251.75,0
27,Female,self_employed,545,8510.88,0
24,Female,student,26,517.9,0
75,Female,self_employed,141,13435.43,0
55,Male,self_employed,521,2431.54,0
73,Male,self_employed,1063,1835.25,0
33,Male,self_employed,232,6840.43,0
48,Male,self_employed,139,17821.43,0
43,Male,salaried,1220,6708.31,0
68,Male,self_employed,15,1432.02,0
90,,self_employed,18,952.44,0
70,Female,retired,92,1035.44,0
38,Female,self_employed,696,1776.6,0
72,Female,self_employed,4065,1240.37,0
60,Female,self_employed,1237,2007.52,0
45,Male,salaried,50,7445.03,0
40,Female,self_employed,23,3107.61,0
62,Male,salaried,752,1029.65,0
40,Male,self_employed,1986,4793.76,1
42,Male,self_employed,770,5726.94,0
90,Male,self_employed,626,2817.01,0
47,Female,self_employed,3979,5602.36,0
43,Male,self_employed,87,211.26,1
34,Male,self_employed,3139,2535.15,0
52,Male,self_employed,1326,1433.39,1
90,Male,self_employed,14,1921.45,0
27,Female,self_employed,616,9247.26,0
63,Male,self_employed,634,4535.56,0
90,Male,self_employed,569,1206.76,0
33,Female,self_employed,36,6175.51,0
69,Female,self_employed,131,1032.75,1
63,Male,salaried,1796,546.23,0
38,Male,self_employed,183,2935.04,0
32,Female,self_employed,826,6992.01,0
47,Male,self_employed,1492,1243.38,1
36,Female,salaried,421,3805.3,0
34,Female,self_employed,161,1070.46,0
79,Male,self_employed,89,1442.91,0
17,Male,student,1282,3908.93,0
73,Male,retired,90,1322.05,0
33,Male,self_employed,815,10297.28,0
47,Male,salaried,1753,2657.34,0
66,Female,self_employed,126,2854.21,0
29,Female,self_employed,1392,3540.4,0
90,Male,self_employed,668,174.03,0
48,Female,self_employed,1888,125.93,1
77,Male,retired,86,10164.58,0
39,Male,self_employed,1895,1670.61,0
35,Male,self_employed,2285,4497.36,0
66,Male,self_employed,1118,1613.39,0
59,Male,self_employed,427,745.39,1
34,Male,salaried,677,4032.94,0
52,Female,self_employed,2346,9387.3,0
56,Male,self_employed,2506,6524.39,0
90,,self_employed,115,13504.73,0
32,Male,self_employed,2060,4249.96,0
38,Female,salaried,419,576607.04,0
18,Male,student,130,8010.02,0
27,Female,self_employed,3180,7346.89,0
71,Male,retired,241,1346.25,1
35,Male,self_employed,152,3094.29,0
29,Male,salaried,6,2733.24,1
73,Female,self_employed,419,3121.01,0
83,Female,self_employed,384,2127.9,0
79,Male,retired,742,20093.38,0
78,Male,retired,1927,1941.7,0
44,Male,self_employed,74,9787.23,0
47,Male,self_employed,1904,2717.6,0
51,Male,self_employed,619,5724.85,0
74,Male,retired,867,5741.09,0
32,Female,self_employed,2192,4164.09,0
35,Male,self_employed,3264,3097.08,0
46,Female,salaried,175,2611.21,0
44,Female,self_employed,19,6142.47,0
48,Male,self_employed,69,2292.47,0
36,Male,self_employed,185,1096.23,0
36,Male,self_employed,138,5646.43,0
58,Male,self_employed,793,9687.21,0
38,Male,salaried,1436,665.52,0
38,Male,salaried,176,535.02,0
55,Female,self_employed,64,1647.19,0
10,Female,student,136,3535.09,0
31,Female,self_employed,675,4115.91,0
30,Female,salaried,145,3800.74,0
52,Male,self_employed,501,1577.22,0
21,Female,student,149,1847.78,0
56,Male,self_employed,2509,230.73,1
45,Female,self_employed,1360,68262.58,0
43,Male,salaried,532,1968.62,0
42,Male,salaried,1201,4055.51,1
39,Female,salaried,88,12609.78,0
47,Male,salaried,22,6257.95,0
28,Male,self_employed,397,3187.46,0
37,Male,self_employed,705,1425.87,0
24,Male,student,176,1235.81,1
69,Male,retired,295,1507.62,1
41,Male,self_employed,247,4819.79,1
44,Male,self_employed,164,133.88,0
48,Female,self_employed,546,93.53,1
52,Male,salaried,855,6837.58,0
45,Male,self_employed,2734,626.54,0
53,Male,salaried,854,15416.18,1
44,Male,self_employed,43,5441.38,0
61,Male,self_employed,222,5046.46,0
61,Male,self_employed,131,1478.05,0
44,Female,self_employed,59,1829.86,0
64,Male,self_employed,44,1392.76,0
23,Male,student,1801,3454.72,0
32,Male,self_employed,3555,1780.1,0
56,Male,self_employed,658,3366.32,1
48,Female,self_employed,288,5235.46,0
90,Female,self_employed,469,1934.86,0
36,Male,salaried,1575,15383.67,0
38,Female,salaried,431,1439.8,1
77,Female,self_employed,1751,2533.65,0
41,Female,self_employed,79,2008.88,0
43,Female,self_employed,92,24753.53,0
40,Male,salaried,144,299.59,0
42,Female,self_employed,1027,4191.98,0
31,Male,self_employed,1019,1175.7,1
82,Male,retired,5,15372.76,0
42,Female,self_employed,1063,4734.9,0
37,Female,salaried,1723,2702.76,0
58,Male,self_employed,542,412.2,0
67,Female,self_employed,639,15242.61,0
39,Male,self_employed,183,2661.39,0
67,Female,retired,1555,26553.09,0
31,Male,self_employed,2516,625.07,1
30,Female,self_employed,985,4859.33,0
66,Male,salaried,86,17890.83,0
67,Male,self_employed,46,2737.68,1
40,Female,self_employed,327,6326.75,0
35,Male,self_employed,3941,7290.11,0
43,Male,self_employed,1365,4504.49,0
44,Female,self_employed,1561,4009.61,1
36,Male,salaried,7,2643.48,0
42,Male,self_employed,1119,4681.21,1
46,Female,salaried,406,3562.95,0
51,Female,self_employed,1314,1964.46,0
51,Male,self_employed,503,1700.37,0
36,Male,salaried,2440,1599.98,0
30,Male,self_employed,424,4674.69,0
39,Male,salaried,1752,1468.45,1
33,Male,salaried,582,82.34,1
42,Female,salaried,48,12684.92,0
90,,retired,323,15456.97,0
40,Male,self_employed,1640,2948.72,0
43,Male,salaried,2593,87181.4,0
68,Male,retired,972,3587.23,0
58,Male,self_employed,1933,5699.37,0
27,Male,salaried,930,151.73,0
45,Male,self_employed,733,4753.41,0
35,Male,self_employed,239,3719.37,1
66,Male,salaried,85,7201.02,0
51,Male,self_employed,2781,1955.15,0
48,Female,self_employed,334,1583.51,0
56,Female,self_employed,318,2445.19,0
64,Male,self_employed,2510,2639.78,0
60,Male,salaried,402,4487.51,0
34,Female,self_employed,327,5084.7,0
49,Male,self_employed,2147,5283.65,0
43,Male,salaried,1106,2611.62,0
51,Male,self_employed,85,1402.66,0
37,Female,salaried,481,8342.57,0
60,Female,self_employed,39,1283.47,0
33,Male,salaried,2904,2749.6,1
60,Female,self_employed,1373,1526.7,0
33,Female,salaried,385,3456.7,0
39,Female,self_employed,1451,7141.72,1
61,Male,retired,2815,2248.3,0
32,Male,self_employed,2130,9500.09,0
46,Male,self_employed,1482,2390.71,0
36,Male,self_employed,252,2798.32,0
47,Male,self_employed,1090,2907.43,0
85,Male,retired,353,5418.6,0
69,Female,self_employed,714,49898.42,0
33,Male,self_employed,1428,2121.63,1
48,Male,self_employed,89,4776.1,1
61,Male,self_employed,2661,875.16,1
36,Male,salaried,1554,16544.79,0
61,Male,self_employed,4107,4024.08,0
46,Male,salaried,159,4658.82,0
23,Male,self_employed,3226,38.28,1
49,Female,self_employed,87,1293.06,1
56,Male,self_employed,925,3063.44,0
52,Female,self_employed,60,2648.39,0
61,Female,self_employed,165,5246.45,0
48,Male,self_employed,134,2536.83,0
47,Male,salaried,903,4096.21,0
42,Female,self_employed,1023,1775.03,0
13,Female,student,41,2344.35,0
39,Male,salaried,1759,1108.12,0
77,Male,self_employed,85,13053.88,0
35,Female,self_employed,1470,3096.1,0
72,Female,self_employed,79,9776.1,0
52,Female,self_employed,1565,2173.28,0
67,Male,retired,1648,3021.04,0
44,Female,self_employed,1365,51151.88,0
62,Male,salaried,107,2215.97,1
55,Male,self_employed,33,2266.68,0
45,Male,self_employed,2380,1195.73,0
40,Male,salaried,652,72857.36,1
64,Female,retired,1317,4827.81,0
57,Male,self_employed,152,6175.05,0
29,Male,self_employed,179,3351.55,1
62,Male,self_employed,59,-759.48,1
31,Male,self_employed,1698,5959.17,0
27,Male,student,283,2232.6,1
47,Female,self_employed,69,1882.78,0
90,,self_employed,3020,19954.91,0
80,Male,self_employed,835,639.4,0
57,Female,self_employed,1329,5077.94,0
29,Female,salaried,175,5469.6,0
67,Male,retired,273,6619.28,0
44,Male,self_employed,1703,4365.36,0
79,Male,retired,8,2009.42,0
34,Male,self_employed,219,291.65,1
69,Male,retired,760,2099.34,0
37,Male,self_employed,483,1511.73,0
39,Female,self_employed,1303,330.36,1
65,Male,salaried,194,9481.7,0
28,Male,salaried,2415,5181.4,0
12,Female,student,1320,3506.17,0
30,Female,salaried,278,3018,0
65,Male,self_employed,149,2034.84,0
63,Male,salaried,27,14620.14,0
59,Female,self_employed,668,4333.32,0
29,Female,self_employed,226,1204.51,0
37,Male,salaried,211,3047.03,0
43,Male,salaried,1794,6869.33,0
67,Male,self_employed,901,5647.69,0
47,Male,self_employed,2157,3274.57,0
73,Male,self_employed,1996,8326.52,0
68,Female,self_employed,116,5426.69,0
37,Male,self_employed,558,1978.04,0
30,Male,self_employed,500,8894.91,1
46,Female,self_employed,42,8725.17,0
52,Female,self_employed,800,6533.19,0
38,Male,salaried,2779,25.33,1
35,Male,self_employed,2432,770.84,1
57,Male,salaried,155,5002.53,0
30,Male,self_employed,1381,1933.85,0
32,Female,self_employed,378,1680.45,0
53,Male,self_employed,1445,1529.15,1
57,Female,retired,384,1868.28,0
51,Female,self_employed,2719,942.8,1
40,Male,salaried,3422,8342.41,0
35,Female,self_employed,29,13475.41,1
69,Male,self_employed,1261,1373.27,0
35,Female,salaried,800,1543.43,0
31,Male,self_employed,16,5081,0
68,Male,retired,2019,287502.6,0
15,Male,student,347,688.9,1
54,Male,self_employed,707,4227.36,0
28,Male,student,433,1101.3,1
42,Male,salaried,47,2515.09,0
41,Male,self_employed,101,2289.92,0
37,Male,self_employed,2367,346.31,0
38,Female,self_employed,34,4238.28,0
77,Male,salaried,288,985.69,0
80,Male,retired,554,3572.42,0
51,Male,self_employed,252,6127.95,1
70,Male,retired,1394,1854.5,0
69,Female,self_employed,321,1068.95,1
90,Male,self_employed,49,4386.14,0
38,Male,salaried,721,3357.97,1
41,Male,self_employed,1770,21611.87,0
78,Male,retired,884,8893.19,1
48,Female,self_employed,2528,2540.71,0
48,Male,self_employed,261,4577.36,1
36,Female,self_employed,300,407.23,0
41,Male,self_employed,1585,7893.47,0
